Age,Income,Salary,Rating,Annual_Income,Customer_Support_Calls,House_Price,Square_Feet,Temperature,City,Product_Type,Location,Diagnosis,Cabin,Embarked,Gender,Target,Price_Target
32.0,55544.0,55058,3.6,111775.0,1.0,435203.0,1858,23.8,Dhaka,A,C,Type2,Cabin_F,C,Female,0,276.07
36.0,41099.0,70978,4.5,57512.0,0.0,509940.0,2525,26.0,Rajshahi,C,B,Type1,Cabin_C,Q,Female,0,250.24
49.0,5882.0,65025,4.0,49073.0,,295875.0,1418,24.5,Rajshahi,B,B,Type2,,C,Male,0,196.07
25.0,29624.0,64742,2.8,91634.0,2.0,515912.0,1821,17.3,Khulna,A,A,Type2,,S,Male,1,291.66
,30842.0,67039,5.5,55096.0,0.0,309131.0,2476,25.8,Rajshahi,A,B,Type3,Cabin_D,S,Female,0,236.78
,99962.0,36966,3.7,51248.0,2.0,261954.0,1850,24.6,Chittagong,B,A,Type1,,S,Female,0,276.29
,39554.0,71351,4.5,38909.0,2.0,236954.0,2230,17.1,Chittagong,C,C,,,C,Female,0,209.74
,,69187,3.4,62927.0,0.0,463708.0,1930,18.6,Rajshahi,B,C,Type3,,S,Male,0,237.01
37.0,188180.0,44749,3.9,72932.0,1.0,221985.0,2128,25.9,,B,B,Type2,,C,Male,0,235.28
,,56338,4.2,,2.0,373526.0,1885,21.3,Chittagong,C,B,Type1,,S,Male,0,277.53
18.0,27456.0,59410,4.5,98782.0,0.0,,2333,30.4,Chittagong,C,C,Type3,Cabin_B,S,Male,0,265.39
43.0,,57982,4.3,88172.0,4.0,253969.0,1227,25.0,Chittagong,B,A,Type2,,S,Male,0,241.17
,,65007,4.2,,4.0,,1818,20.1,Chittagong,C,A,Type2,,S,Female,0,231.5
60.0,125098.0,81470,3.2,70045.0,1.0,261996.0,2148,22.4,Chittagong,A,C,Type3,,C,Female,0,265.75
31.0,16427.0,76226,,87753.0,,,2266,22.8,Rajshahi,C,C,Type3,,S,Female,0,259.89
37.0,97716.0,40316,3.8,106814.0,3.0,413280.0,2746,18.9,Chittagong,B,C,Type2,,C,Male,0,256.45
,17280.0,69331,4.2,78157.0,4.0,,1804,17.9,Chittagong,C,A,Type1,Cabin_B,S,Female,0,348.47
,120826.0,79933,3.3,63271.0,3.0,364468.0,2739,26.0,Rajshahi,B,A,Type1,,S,Male,0,277.6
33.0,70113.0,65802,4.4,50178.0,1.0,234523.0,1670,26.7,Chittagong,A,A,Type1,Cabin_E,C,Male,0,346.2
38.0,81713.0,76364,4.7,38869.0,3.0,248939.0,2664,25.5,Dhaka,B,A,Type1,,S,Female,0,246.52
42.0,908.0,90184,2.8,91656.0,1.0,307991.0,2408,30.1,Dhaka,B,C,,Cabin_A,C,Female,0,247.58
37.0,,75355,2.8,,1.0,332093.0,1543,19.8,Chittagong,C,A,,,C,Male,0,224.73
29.0,64853.0,63739,3.4,89434.0,1.0,201213.0,2153,30.9,Chittagong,B,C,Type3,,Q,Male,0,265.1
,18174.0,75676,3.7,71783.0,3.0,372303.0,1974,18.0,Sylhet,C,A,,,S,Female,0,233.72
47.0,88420.0,62173,3.1,110173.0,0.0,308551.0,2312,17.4,Dhaka,C,B,Type2,,S,Male,0,226.59
22.0,,60358,4.6,62897.0,3.0,128429.0,1888,13.7,Dhaka,C,C,Type1,,C,Male,0,154.98
36.0,103081.0,54728,3.8,98881.0,0.0,207107.0,1846,20.3,Dhaka,A,A,Type1,,C,Male,0,323.29
,,83451,,74031.0,,,2684,20.0,Dhaka,Unknown,B,Type1,,C,Female,0,230.84
49.0,,47723,2.4,59791.0,0.0,292714.0,1950,25.1,Rajshahi,C,B,Type3,,S,Male,0,323.75
16.0,38902.0,82985,2.4,89813.0,0.0,488927.0,2413,23.7,Dhaka,C,A,Type1,Cabin_D,S,Male,0,245.19
28.0,,67497,,85240.0,0.0,323817.0,1887,16.5,Chittagong,A,B,Type3,Cabin_B,S,Male,0,282.23
39.0,13846.0,39010,1.8,83924.0,1.0,215922.0,2833,,Rajshahi,B,B,Type2,Cabin_C,C,Male,0,253.71
53.0,624.0,65514,4.3,77031.0,,322063.0,1660,20.6,Chittagong,A,B,,Cabin_B,S,Male,0,270.74
34.0,,28499,3.4,74052.0,3.0,264791.0,1692,13.6,Khulna,B,C,,Cabin_G,S,Male,0,199.55
28.0,17924.0,69382,6.1,,1.0,,2762,17.6,Chittagong,A,B,,,C,Male,0,309.12
57.0,45609.0,73278,,104606.0,,358056.0,1777,18.6,Dhaka,B,A,Type3,,S,Female,0,231.66
17.0,17636.0,51114,3.4,93070.0,3.0,420923.0,2800,29.7,Khulna,B,B,Type3,,S,Female,0,296.28
8.0,17827.0,61853,3.4,77794.0,2.0,297571.0,2445,23.5,Khulna,B,A,Type2,Cabin_G,S,Female,0,176.97
40.0,67971.0,89312,4.3,100178.0,1.0,463896.0,1922,25.8,Dhaka,B,B,Type2,Cabin_G,S,Male,0,212.27
28.0,2467.0,52413,4.9,87949.0,,390802.0,1093,15.0,Dhaka,C,B,Type1,Cabin_A,S,Female,0,268.59
22.0,116598.0,44116,2.2,75655.0,3.0,229256.0,1990,28.5,Dhaka,A,A,Type3,Cabin_F,S,Female,0,241.82
43.0,95616.0,82224,2.1,67410.0,3.0,520985.0,2050,29.0,Dhaka,C,C,,,S,Male,0,272.84
,55101.0,89438,3.0,72977.0,1.0,332699.0,2583,12.5,Sylhet,A,C,,Cabin_C,S,Female,0,260.38
28.0,44974.0,60055,4.0,-4260.0,2.0,216487.0,2794,19.0,Chittagong,A,C,Type2,,S,Male,0,341.4
19.0,111421.0,75171,3.9,80265.0,3.0,465291.0,1657,25.0,Dhaka,A,B,Type2,,C,Male,0,277.02
,10248.0,80122,4.4,62788.0,2.0,507777.0,2400,25.7,Khulna,C,B,Type2,Cabin_G,S,Male,0,228.37
42.0,4113.0,48862,2.5,114816.0,,296697.0,2382,19.1,Chittagong,B,C,Type1,Cabin_A,S,Female,0,230.34
33.0,13689.0,52720,1.6,75483.0,2.0,249634.0,2536,21.0,Dhaka,C,B,Type2,,S,Male,1,310.21
57.0,79134.0,78463,4.2,45275.0,1.0,282762.0,2249,19.5,Sylhet,B,C,Type3,,S,Female,0,173.58
,1764.0,85275,2.8,73752.0,2.0,371473.0,1028,23.1,Khulna,A,A,Type2,,S,Male,1,277.96
16.0,,68443,1.9,,4.0,427785.0,1922,28.5,Khulna,C,A,,,S,Male,0,194.21
26.0,269494.0,46802,3.6,86835.0,1.0,357048.0,1422,18.6,Chittagong,A,C,Type3,Cabin_F,C,Female,0,305.46
34.0,96791.0,89805,4.1,82273.0,0.0,310172.0,1898,27.5,Rajshahi,C,C,Type1,Cabin_C,S,Male,0,228.39
37.0,,52035,3.4,98945.0,1.0,449801.0,2490,18.6,Dhaka,A,C,Type1,Cabin_D,C,Female,1,276.31
,3287.0,54972,3.1,55227.0,4.0,,2152,Unknown,Chittagong,A,C,Type1,,S,Male,0,251.86
39.0,89003.0,65135,3.4,75850.0,2.0,403091.0,2574,26.6,,C,A,Type2,,S,Male,0,180.67
19.0,,83312,,40874.0,0.0,271193.0,2170,27.1,Dhaka,Unknown,A,,,S,Male,0,282.02
52.0,6104.0,72809,2.4,92537.0,1.0,343102.0,1350,26.8,Rajshahi,B,C,Type2,Cabin_A,C,Male,0,213.96
34.0,4927.0,66222,2.9,87971.0,0.0,288643.0,739,15.9,Chittagong,C,A,Type3,Cabin_B,S,Male,0,290.09
48.0,120190.0,66949,3.9,87395.0,3.0,,2074,20.2,Dhaka,A,B,Type1,Cabin_A,S,Male,0,199.9
39.0,55312.0,60652,3.8,75040.0,1.0,262261.0,1893,26.6,Rajshahi,C,B,Type3,,S,Male,1,262.1
40.0,88388.0,68372,3.6,85369.0,2.0,434485.0,1511,22.7,Dhaka,C,A,Type1,Cabin_F,S,Male,0,251.95
41.0,,22056,2.7,115108.0,2.0,226707.0,1149,17.1,Chittagong,A,A,Type3,,Q,Female,0,219.87
40.0,42405.0,55550,3.4,67872.0,3.0,,1632,24.8,,A,B,Type2,,S,Female,0,318.99
42.0,,63619,1.8,78466.0,2.0,512099.0,1902,,Sylhet,A,C,Type3,,C,Female,0,251.68
50.0,28143.0,42734,3.6,47846.0,1.0,397784.0,2332,31.5,Dhaka,B,C,Type2,Cabin_G,C,Male,0,228.92
37.0,19059.0,65794,4.6,53293.0,4.0,61488.0,2094,30.2,Dhaka,A,B,Type2,,S,Female,0,264.94
43.0,28510.0,56932,2.3,77445.0,2.0,243474.0,2804,25.5,Dhaka,B,B,Type1,,S,Female,0,177.22
33.0,74334.0,86332,3.0,102598.0,2.0,,1482,29.3,Sylhet,Unknown,A,Type3,,C,Male,0,372.58
52.0,46055.0,83595,3.8,68592.0,1.0,204930.0,2440,22.8,Rajshahi,A,A,Type1,,S,Female,0,195.72
26.0,111524.0,53012,4.5,69102.0,4.0,-13851.0,2023,26.3,Rajshahi,B,B,Type1,Cabin_F,S,Male,0,277.59
56.0,,57737,3.1,,1.0,286301.0,2347,29.9,Chittagong,B,A,,,C,Female,0,253.06
34.0,46708.0,58890,,61631.0,,185805.0,1781,23.7,Chittagong,Unknown,A,Type3,Cabin_D,C,Female,1,309.02
,49889.0,53225,1.9,82374.0,2.0,305990.0,2535,21.2,Dhaka,B,B,Type1,Cabin_C,C,Female,0,258.9
36.0,44787.0,62925,3.6,37568.0,1.0,137487.0,2147,14.0,Chittagong,B,B,Type3,,C,Female,0,218.09
26.0,60639.0,48625,,107023.0,1.0,308291.0,1660,22.1,Dhaka,B,A,Type3,,S,Female,0,157.1
45.0,13553.0,43040,3.7,58364.0,0.0,258508.0,1993,,Sylhet,A,B,,,S,Male,0,160.99
27.0,35909.0,69340,3.5,93047.0,1.0,450195.0,1880,27.2,Rajshahi,A,B,,,S,Female,0,238.1
29.0,5503.0,69442,3.8,43250.0,1.0,441135.0,2244,25.0,Chittagong,B,A,Type3,Cabin_B,C,Male,0,318.52
12.0,24266.0,47935,3.5,91721.0,1.0,378534.0,1410,Unknown,Dhaka,A,C,,,Q,Female,0,166.39
29.0,33439.0,73430,2.8,91798.0,3.0,267338.0,1985,12.6,Rajshahi,B,A,Type2,Cabin_B,S,Male,0,342.47
5.0,52809.0,50526,4.2,84605.0,2.0,498538.0,2197,,Dhaka,A,C,,Cabin_B,S,Female,0,304.35
15.0,150320.0,63797,3.7,50139.0,3.0,144696.0,2016,,Dhaka,B,A,,,S,Female,0,182.56
44.0,45895.0,72305,3.5,81238.0,0.0,159644.0,2673,20.9,Dhaka,A,C,Type3,,Q,Female,0,195.74
44.0,68049.0,59495,2.7,45423.0,1.0,291621.0,2387,25.6,Chittagong,Unknown,A,Type1,,S,Female,0,200.78
,35287.0,66821,4.5,68680.0,,525403.0,1996,32.4,Rajshahi,C,C,Type1,Cabin_G,S,Female,0,264.96
23.0,50270.0,52253,4.0,100735.0,,279766.0,2108,23.1,Dhaka,A,B,Type1,,Q,Male,0,247.19
34.0,3678.0,57053,3.1,94917.0,5.0,,2147,21.4,Dhaka,A,C,Type2,Cabin_D,C,Female,0,245.32
34.0,14677.0,56912,4.3,,3.0,155808.0,2201,21.2,Chittagong,B,B,Type1,,S,Female,0,224.77
21.0,22459.0,48801,3.1,50629.0,,394592.0,1087,23.1,Rajshahi,A,A,,,Q,Male,0,258.91
53.0,31979.0,57348,2.9,91139.0,2.0,395317.0,1849,18.4,Dhaka,B,C,Type2,,S,Female,0,291.86
45.0,2336.0,36770,2.9,75484.0,2.0,378907.0,1257,23.1,Dhaka,A,A,Type3,,S,Female,0,243.59
32.0,7542.0,52632,,16992.0,2.0,237077.0,2639,24.8,Sylhet,Unknown,C,Type3,,S,Female,0,216.87
35.0,16204.0,55726,3.9,94565.0,,229329.0,1969,23.5,Sylhet,C,A,Type3,,C,Female,0,299.61
37.0,,56157,2.0,74394.0,2.0,170687.0,1903,24.8,Sylhet,B,B,Type1,,C,Female,0,238.93
10.0,20124.0,56377,2.5,105061.0,1.0,308387.0,2448,24.7,Khulna,B,C,Type1,Cabin_E,S,Male,0,277.6
32.0,32892.0,59073,1.8,47618.0,2.0,191959.0,2211,,Dhaka,Unknown,B,,,Q,Female,0,245.01
26.0,10913.0,67191,3.4,-4417.0,2.0,182258.0,1435,25.7,Dhaka,Unknown,A,Type2,,S,Male,0,304.25
22.0,47180.0,73117,3.4,81977.0,4.0,257630.0,1964,19.1,Dhaka,Unknown,C,Type2,Cabin_G,C,Female,0,311.66
31.0,16472.0,50253,3.2,82289.0,4.0,,1832,17.0,Dhaka,A,C,Type1,,C,Female,0,309.92
56.0,11596.0,41951,2.7,32733.0,2.0,,1127,17.0,Sylhet,A,C,Type1,Cabin_D,S,Male,0,222.41
42.0,,44369,2.6,50537.0,2.0,346644.0,1654,24.7,Rajshahi,C,B,Type2,,S,Female,0,221.89
,276.0,52691,3.9,143880.0,4.0,307904.0,1908,Unknown,Rajshahi,B,B,,,Q,Female,0,293.69
41.0,384.0,54721,3.1,,2.0,271184.0,1942,14.1,Dhaka,A,B,Type3,,S,Male,0,246.77
